0.01,-16384000.0
0.505,-324435.64356435643
1.0,-163840.0
1.1,-148945.45454545456
1.24,-132129.03225806452
1.38,-118724.63768115939
1.52,-107789.47368421053
1.66,-98698.795180722867
1.8,-91022.222222222234
1.9,-86217.894736842092
1.925,-85055.584415584424
1.95,-83950.769230769263
1.975,-82878.987341772154
2.0,-81792.0
2.025,-80737.77777777781
2.05,-79711.219512195108
2.075,-78730.602409638552
2.1,-77751.047619047575
2.125,-76820.705882352966
2.15,-75885.581395348854
2.175,-75001.379310344841
2.2,-74106.363636363618
2.225,-73226.067415730315
2.25,-72361.777777777781
2.275,-71521.758241758216
2.3,-70675.652173913011
2.325,-69829.677419354804
2.35,-69019.404255319139
2.375,-68198.23157894738
2.4,-67432.500000000029
2.425,-66652.536082474209
2.45,-65884.897959183669
2.475,-65118.383838383852
2.5,-64363.200000000012
2.6,-61712.307692307731
2.88,-55533.611111111102
3.16,-50362.784810126526
3.44,-45974.767441860422
3.72,-42128.602150537685
4.0,-38738.599999999999
