,0.01,0.505,1.0,1.1,1.24,1.38,1.52,1.66,1.8,1.9,1.925,1.95,1.975,2.0,2.025,2.05,2.075,2.1,2.125,2.15,2.175,2.2,2.225,2.25,2.275,2.3,2.325,2.35,2.375,2.4,2.425,2.45,2.475,2.5,2.6,2.88,3.16,3.44,3.72,4.0
0,0.0,0.0,0.16499999999999998,0.64600000000000013,1.069,0.99200000000000021,1.0050000000000001,0.91999999999999993,1.0600000000000003,1.0199999999999998,1.0089999999999999,1.032,0.9800000000000002,1.0299999999999998,1.1200000000000003,0.9800000000000002,0.94999999999999996,0.96999999999999997,1.01,0.96999999999999997,1.0,1.0900000000000001,1.0600000000000003,1.0,1.2100000000000002,1.0399999999999998,0.9800000000000002,0.90999999999999992,1.0900000000000001,1.0,0.9800000000000002,0.93999999999999972,0.9800000000000002,0.96999999999999997,1.0600000000000003,1.1799999999999999,0.98999999999999999,1.0600000000000003,1.0900000000000001,0.94999999999999996
1,0.0,0.0,0.0,0.13599999999999998,-0.075999999999999998,0.062000000000000013,0.0,0.069999999999999965,-0.28999999999999998,-0.22999999999999998,-0.12100000000000002,-0.35799999999999998,0.030000000000000006,-0.020000000000000007,-0.12999999999999998,-0.51999999999999991,0.0,-0.079999999999999988,0.010000000000000004,0.020000000000000007,0.0,-0.11000000000000001,-0.040000000000000015,-0.25,-0.13999999999999996,0.089999999999999997,0.12999999999999998,-0.18999999999999997,-0.060000000000000012,-0.14999999999999997,0.22999999999999998,-0.009999999999999995,-0.12000000000000002,-0.12999999999999998,-0.089999999999999983,0.079999999999999974,-0.21000000000000002,-0.040000000000000015,-0.15999999999999998,0.35000000000000003
