0.01,0.0
0.505,8.3864648243000036e-27
1.0,0.0
1.1,9.6253744006170476e-28
1.24,8.5386385811925441e-28
1.38,7.6723998845498215e-28
1.52,0.0091121154687265563
1.66,0.0
1.8,5.8821732448215304e-28
1.9,0.004478786995188477
1.925,0.0028710301336376761
1.95,0.035215698174277416
1.975,0.0
2.0,0.0064000000000000003
2.025,0.0032370855842885405
2.05,0.023177841296557988
2.075,0.0014670861701996914
2.1,0.001243926141885234
2.125,0.017079644697740107
2.15,0.0020606990579444527
2.175,0.0054936533318749479
2.2,0.012021036814425026
2.225,0.0070465918359542811
2.25,0.018523584087790135
2.275,0.00097838159907965151
2.3,0.0064173584285361473
2.325,0.0073491586447316593
2.35,0.12602469972933841
2.375,0.012554935704913967
2.4,0.0051888888888890067
2.425,0.14900241028276998
2.45,0.034470752832579915
2.475,0.024048352930386745
2.5,0.014486732800001071
2.6,0.057506781975417483
2.88,0.10022290809328017
3.16,0.17732471467773553
3.44,0.23885318273862244
3.72,0.28389483773997004
4.0,0.1311232
